decision_id,timestamp,bot_version,account,symbol,strategy,strategy_version,intended_action,position_side_before,position_side_after_expected,strategy_reason,order_id,client_order_id,order_type,requested_qty,filled_qty,final_status,decision_price,filled_avg_price,submitted_at,filled_at,canceled_at,failed_at,expired_at,note
61ec51876e4541cd9217355c0eb04eb3,2026-04-23T16:31:52Z,0.3.0,vwap_rsi_paper,AMZN,vwap_rsi_mean_reversion,v1,BUY,short,flat,time_stop,7565279d-acd6-4916-a66f-5a6a9774bb05,11a3acdf-7ca7-4369-a17c-f11bd79de921,market,15,15,filled,256.89,256.761333,2026-04-23 16:31:49.148989+00:00,2026-04-23 16:31:50.449973+00:00,,,,
58c3ad971bc1499da4044d658a99012a,2026-04-23T17:08:45Z,0.3.0,vwap_rsi_paper,ARKK,vwap_rsi_mean_reversion,v1,BUY,flat,long,vwap_rsi_mean_reversion,bdd11c87-8be0-48e8-9a51-1346bbc312ff,40700724-dfc9-46ad-80ed-717ce998c765,market,52,52,filled,76.87,76.75,2026-04-23 17:08:42.479522+00:00,2026-04-23 17:08:43.571742+00:00,,,,
2a657e3a898c4d91b324057656328440,2026-04-23T17:19:13Z,0.3.0,macd_pullback_paper,NVDA,macd_pullback,v2,SELL,flat,short,macd_pullback,45c7a971-56a9-4641-a479-f0ab58775a75,72c39c41-3092-4d34-beb0-5dda86f44f00,market,39,39,filled,199.6,199.57,2026-04-23 17:19:10.583124+00:00,2026-04-23 17:19:11.541249+00:00,,,,
19e1ff5ecf7043c3bd86b4937aecb313,2026-04-23T17:25:03Z,0.3.0,vwap_rsi_paper,NVDA,vwap_rsi_mean_reversion,v1,BUY,flat,long,vwap_rsi_mean_reversion,ebbd255d-d659-41dc-a298-010bb6338369,ff921751-c19e-4759-b6ce-8a2d702ca459,market,20,20,filled,199.72,199.54,2026-04-23 17:25:00.815572+00:00,2026-04-23 17:25:01.329010+00:00,,,,
702d478d3b164405bb49e55ee5cf554f,2026-04-23T17:27:52Z,0.3.0,vwap_rsi_paper,SPY,vwap_rsi_mean_reversion,v1,BUY,flat,long,vwap_rsi_mean_reversion,86a91986-e460-44d3-b565-3d1f3b428f2c,77bc8561-c25f-421a-ae13-dd5c1fe3c78d,market,5,5,filled,707.15,706.66,2026-04-23 17:27:50.029248+00:00,2026-04-23 17:27:50.508751+00:00,,,,
1c8ef365b242483199f3e3541ddb6ccb,2026-04-23T17:28:00Z,0.3.0,vwap_rsi_paper,IWM,vwap_rsi_mean_reversion,v1,BUY,flat,long,vwap_rsi_mean_reversion,b371f981-77ef-4741-a263-c6d4acbfd41d,f2d22a2b-1a18-4a77-9d1a-77a55d950601,market,14,14,filled,274.295,274.2,2026-04-23 17:27:57.912812+00:00,2026-04-23 17:27:58.501334+00:00,,,,
01da8396521f4da1abc72edad2d2be57,2026-04-23T17:28:07Z,0.3.0,vwap_rsi_paper,ARKK,vwap_rsi_mean_reversion,v1,BUY,flat,long,vwap_rsi_mean_reversion,84b68d76-ba55-4710-8463-711e1c9d8f36,91dd499d-c93c-42d2-aef0-5fadd7ee0165,market,49,49,filled,76.06,76.09,2026-04-23 17:28:04.118049+00:00,2026-04-23 17:28:04.517847+00:00,,,,
682863b490864464b5a09ad320b00a9e,2026-04-23T17:29:51Z,0.3.0,macd_pullback_paper,META,macd_pullback,v2,BUY,short,flat,take_profit,299848ef-accd-40b8-bbce-9c2e6c67b211,9dcdbb9f-13e5-43ff-a5fc-99f2a4b8b526,market,12,12,filled,658.53,658.3,2026-04-23 17:29:49.264758+00:00,2026-04-23 17:29:50.024435+00:00,,,,
6c20bebb8c41455c877167d31cb434a6,2026-04-23T17:42:29Z,0.3.0,macd_pullback_paper,META,macd_pullback,v2,SELL,flat,short,macd_pullback,1897d06c-aa9e-4881-ad4b-6d8e51a13295,22d64b68-bf9a-431d-a2f3-78c0eb106d42,market,11,11,filled,656.39,656.240909,2026-04-23 17:42:24.949572+00:00,2026-04-23 17:42:25.971885+00:00,,,,
535857f958ab4364b2e972c3d41975a6,2026-04-23T17:49:43Z,0.3.0,vwap_rsi_paper,IWM,vwap_rsi_mean_reversion,v1,BUY,flat,long,vwap_rsi_mean_reversion,ead74777-a509-4e26-bf1c-d6a661ed6532,7f4b2b15-8f43-4a64-b6f8-55f648cf3b3b,market,14,14,filled,272.725,272.631429,2026-04-23 17:49:40.700611+00:00,2026-04-23 17:49:42.592374+00:00,,,,
4d74a7aa26d447fd9a4bc65c08e12a93,2026-04-23T17:49:52Z,0.3.0,vwap_rsi_paper,ARKK,vwap_rsi_mean_reversion,v1,BUY,flat,long,vwap_rsi_mean_reversion,a9c04bd1-cff6-4b74-a209-7e77ab7fd3c3,b7114dca-33e0-49b1-aa9b-8c70a2f06724,market,51,51,filled,75.51,75.48,2026-04-23 17:49:49.314774+00:00,2026-04-23 17:49:49.806868+00:00,,,,
ca09f324fa9547ec84be1208d541dae5,2026-04-23T17:49:59Z,0.3.0,vwap_rsi_paper,MSFT,vwap_rsi_mean_reversion,v1,BUY,flat,long,vwap_rsi_mean_reversion,950205bf-7ecc-4bae-9e87-30ae1d676035,e517c3b8-8877-44b7-87e0-0f3d2805e17e,market,9,9,filled,412.515,412.55,2026-04-23 17:49:56.899900+00:00,2026-04-23 17:49:58.101290+00:00,,,,
690bb5d3cc17460382d2b0b8cd1bf112,2026-04-23T17:52:02Z,0.3.0,vwap_rsi_paper,AMZN,vwap_rsi_mean_reversion,v1,BUY,flat,long,vwap_rsi_mean_reversion,e68f1fb9-f639-4e90-9f1c-f3de230853c9,b51f37f7-edea-484d-97a7-5ec186a80c62,market,14,14,filled,253.83,253.674285,2026-04-23 17:51:59.505264+00:00,2026-04-23 17:52:01.418009+00:00,,,,
