trade_id,account,symbol,strategy,strategy_version,interval,side,qty,entry_decision_id,exit_decision_id,entry_signal_time,entry_time,entry_price,exit_time,exit_price,entry_reason,exit_reason,bars_held,holding_minutes,pnl,return_pct,stop_price,take_profit_price,stop_source,take_profit_source,entry_signal_context_json,exit_signal_context_json,strategy_config_json,chart_group_key,note
T023,vwap_rsi_paper,ARKK,vwap_rsi_mean_reversion,v1,5m,long,51,4d74a7aa26d447fd9a4bc65c08e12a93,broker_history:vwap_rsi_paper:3bd0d356-10e8-414f-8dfe-3d29b99fcad8,2026-04-23T17:45:00Z,2026-04-23T17:49:49Z,75.48,2026-04-23T14:12:29Z,76.97,vwap_rsi_mean_reversion,stop_loss,1,-217.3367,75.99,1.974033,75.1,77.22,recent_extreme_buffer,vwap_reversion_fraction,"{""account"":{""buying_power"":196169.88,""name"":""vwap_rsi_paper"",""status"":""ACTIVE""},""account_name"":""vwap_rsi_paper"",""action"":""BUY"",""bot_version"":""0.3.0"",""broker_state"":{""blocking_order_count"":0,""position_qty"":0,""position_side"":""flat"",""protective_stop_order_id"":"""",""protective_stop_price"":"""",""protective_stop_side"":"""",""stop_order_count"":0,""working_order_count"":0},""decision"":{""position_side"":""flat"",""qty"":51},""decision_id"":""4d74a7aa26d447fd9a4bc65c08e12a93"",""interval"":""5m"",""market_data"":{""bar_end"":""2026-04-23T17:45:00+00:00"",""bar_interval"":""5m"",""bar_start"":""2026-04-15T15:05:00+00:00"",""latest_close"":75.51,""latest_signal_value"":""BUY"",""lookback_bars"":500,""raw_bar_count"":500,""strategy_row_count"":486},""market_is_open"":true,""position"":{""entry_price"":null,""in_position"":false,""qty"":0,""side"":""flat"",""signed_qty"":0},""reason"":""vwap_rsi_mean_reversion"",""strategy"":""vwap_rsi_mean_reversion"",""strategy_metadata"":{""interval"":""5m"",""name"":""vwap_rsi_mean_reversion"",""version"":""v1""},""strategy_parameters"":{""confirmation_lookback_bars"":3,""enable_extreme_trend_filter"":true,""enable_time_stop"":true,""entry_end_minutes_before_close"":30,""entry_start_minutes_after_open"":30,""flatten_before_close"":true,""flatten_minutes_before_close"":5,""max_bars_in_trade"":15,""max_position_qty"":0,""max_stop_distance_frac_of_price"":0.02,""max_trend_move_frac_of_price"":0.02,""min_distance_from_vwap_frac"":0.003,""min_reversal_move_frac_of_price"":0.0015,""require_candle_color_confirmation"":false,""require_reversal_bar"":true,""risk_fraction_of_buying_power"":0.02,""rsi_overbought_threshold"":70.0,""rsi_oversold_threshold"":30.0,""rsi_window"":14,""stop_buffer_pct"":0.001,""stop_loss_pct"":0.03,""stop_model"":""recent_extreme_buffer"",""stop_reference_lookback_bars"":4,""take_profit_model"":""vwap_reversion_fraction"",""take_profit_pct"":0.06,""take_profit_vwap_fraction"":1.0,""trend_lookback_bars"":6},""strategy_signals"":{""above_vwap"":false,""active_entry_signal_time"":null,""active_max_stop_distance_frac_of_price"":null,""active_risk_reward_multiple"":null,""active_stop_distance"":null,""active_stop_distance_frac_of_price"":null,""active_stop_price"":null,""active_stop_source"":null,""active_take_profit_price"":null,""bars_in_trade"":null,""bearish_signal_bar"":false,""below_vwap"":true,""bullish_signal_bar"":true,""entries_allowed"":true,""entry_action"":""BUY"",""entry_blocked_by_max_stop_distance"":false,""entry_blocked_by_stop_filter"":false,""exit_action"":null,""exit_reason"":null,""extreme_downtrend"":false,""extreme_uptrend"":false,""long_core_setup"":true,""long_entry_rejected_max_stop_distance"":false,""long_entry_rejection_reason"":null,""long_entry_risk_plan_valid"":true,""long_entry_setup"":true,""long_entry_signal"":true,""long_exit_signal"":false,""long_setup"":true,""long_stop_distance_frac_of_price"":0.00542974440471475,""long_stop_price"":75.1,""long_take_profit_price"":77.22,""price_distance_from_vwap"":1.7065973531590117,""price_distance_from_vwap_frac"":0.022600944949794883,""price_minus_vwap"":-1.7065973531590117,""recent_price_change_frac"":-0.007350019864918456,""regular_session_bar"":true,""resolved_entry_action"":""BUY"",""resolved_exit_action"":null,""resolved_exit_reason"":""vwap_rsi_mean_reversion"",""reversal_bar_long"":true,""reversal_bar_short"":false,""reversal_move_long_frac"":0.004370282081843441,""reversal_move_short_frac"":0.011323003575685204,""rsi"":21.488427074622464,""rsi_overbought"":false,""rsi_oversold"":true,""short_core_setup"":false,""short_entry_rejected_max_stop_distance"":false,""short_entry_rejection_reason"":""target_not_below_entry"",""short_entry_risk_plan_valid"":false,""short_entry_setup"":false,""short_entry_signal"":false,""short_exit_signal"":false,""short_setup"":false,""short_stop_distance_frac_of_price"":0.012316249503376937,""short_stop_price"":76.44,""short_take_profit_price"":77.22,""stabilization_confirmation_long"":true,""stabilization_confirmation_short"":false,""stretched_from_vwap_long"":true,""stretched_from_vwap_short"":false,""time_stop_triggered"":false,""time_window_active"":true,""trend_filter_blocked_long"":false,""trend_filter_blocked_short"":false,""trend_filter_pass_long"":true,""trend_filter_pass_short"":true,""vwap"":77.21659735315902},""strategy_version"":""v1"",""symbol"":""ARKK"",""timestamp"":""2026-04-23T17:49:50Z""}",,"{""confirmation_lookback_bars"":3,""enable_extreme_trend_filter"":true,""enable_time_stop"":true,""entry_end_minutes_before_close"":30,""entry_start_minutes_after_open"":30,""flatten_before_close"":true,""flatten_minutes_before_close"":5,""interval"":""5m"",""lookback_bars"":500,""max_bars_in_trade"":15,""max_position_qty"":0,""max_stop_distance_frac_of_price"":0.02,""max_trend_move_frac_of_price"":0.02,""min_distance_from_vwap_frac"":0.003,""min_reversal_move_frac_of_price"":0.0015,""name"":""vwap_rsi_mean_reversion"",""require_candle_color_confirmation"":false,""require_reversal_bar"":true,""risk_fraction_of_buying_power"":0.02,""rsi_overbought_threshold"":70.0,""rsi_oversold_threshold"":30.0,""rsi_window"":14,""stop_buffer_pct"":0.001,""stop_loss_pct"":0.03,""stop_model"":""recent_extreme_buffer"",""stop_reference_lookback_bars"":4,""symbol"":""ARKK"",""take_profit_model"":""vwap_reversion_fraction"",""take_profit_pct"":0.06,""take_profit_vwap_fraction"":1.0,""trend_lookback_bars"":6,""version"":""v1""}","{""interval"":""5m"",""strategy"":""vwap_rsi_mean_reversion"",""strategy_config"":{""confirmation_lookback_bars"":3,""enable_extreme_trend_filter"":true,""enable_time_stop"":true,""entry_end_minutes_before_close"":30,""entry_start_minutes_after_open"":30,""flatten_before_close"":true,""flatten_minutes_before_close"":5,""interval"":""5m"",""lookback_bars"":500,""max_bars_in_trade"":15,""max_position_qty"":0,""max_stop_distance_frac_of_price"":0.02,""max_trend_move_frac_of_price"":0.02,""min_distance_from_vwap_frac"":0.003,""min_reversal_move_frac_of_price"":0.0015,""name"":""vwap_rsi_mean_reversion"",""require_candle_color_confirmation"":false,""require_reversal_bar"":true,""risk_fraction_of_buying_power"":0.02,""rsi_overbought_threshold"":70.0,""rsi_oversold_threshold"":30.0,""rsi_window"":14,""stop_buffer_pct"":0.001,""stop_loss_pct"":0.03,""stop_model"":""recent_extreme_buffer"",""stop_reference_lookback_bars"":4,""symbol"":""ARKK"",""take_profit_model"":""vwap_reversion_fraction"",""take_profit_pct"":0.06,""take_profit_vwap_fraction"":1.0,""trend_lookback_bars"":6,""version"":""v1""},""symbol"":""ARKK""}",broker_history_stop_fill
T001,vwap_rsi_paper,MSFT,vwap_rsi_mean_reversion,v1,5m,long,9,b4d6c78b5a974eaa9d3e659e7f835e91,2e9dad85baf3453697161f36b96372ea,2026-04-23T14:15:00Z,2026-04-23T14:06:07Z,417.273333,2026-04-23T14:26:43Z,418.516667,vwap_rsi_mean_reversion,take_profit,2,20.5931,11.190006,0.297966,415.41,419.19,recent_extreme_buffer,vwap_reversion_fraction,"{""account"":{""buying_power"":196056.17,""name"":""vwap_rsi_paper"",""status"":""ACTIVE""},""account_name"":""vwap_rsi_paper"",""action"":""BUY"",""bot_version"":""0.3.0"",""broker_state"":{""blocking_order_count"":0,""position_qty"":0,""position_side"":""flat"",""protective_stop_order_id"":"""",""protective_stop_price"":"""",""protective_stop_side"":"""",""stop_order_count"":0,""working_order_count"":0},""decision"":{""position_side"":""flat"",""qty"":9},""decision_id"":""b4d6c78b5a974eaa9d3e659e7f835e91"",""interval"":""5m"",""market_data"":{""bar_end"":""2026-04-23T14:05:00+00:00"",""bar_interval"":""5m"",""bar_start"":""2026-04-15T14:30:00+00:00"",""latest_close"":417.24,""latest_signal_value"":""BUY"",""lookback_bars"":500,""raw_bar_count"":500,""strategy_row_count"":486},""market_is_open"":true,""position"":{""entry_price"":null,""in_position"":false,""qty"":0,""side"":""flat"",""signed_qty"":0},""reason"":""vwap_rsi_mean_reversion"",""strategy"":""vwap_rsi_mean_reversion"",""strategy_metadata"":{""interval"":""5m"",""name"":""vwap_rsi_mean_reversion"",""version"":""v1""},""strategy_parameters"":{""confirmation_lookback_bars"":3,""enable_extreme_trend_filter"":true,""enable_time_stop"":true,""entry_end_minutes_before_close"":30,""entry_start_minutes_after_open"":30,""flatten_before_close"":true,""flatten_minutes_before_close"":5,""max_bars_in_trade"":15,""max_position_qty"":0,""max_stop_distance_frac_of_price"":0.02,""max_trend_move_frac_of_price"":0.02,""min_distance_from_vwap_frac"":0.003,""min_reversal_move_frac_of_price"":0.0015,""require_candle_color_confirmation"":false,""require_reversal_bar"":true,""risk_fraction_of_buying_power"":0.02,""rsi_overbought_threshold"":70.0,""rsi_oversold_threshold"":30.0,""rsi_window"":14,""stop_buffer_pct"":0.001,""stop_loss_pct"":0.03,""stop_model"":""recent_extreme_buffer"",""stop_reference_lookback_bars"":4,""take_profit_model"":""vwap_reversion_fraction"",""take_profit_pct"":0.06,""take_profit_vwap_fraction"":1.0,""trend_lookback_bars"":6},""strategy_signals"":{""above_vwap"":false,""active_entry_signal_time"":null,""active_max_stop_distance_frac_of_price"":null,""active_risk_reward_multiple"":null,""active_stop_distance"":null,""active_stop_distance_frac_of_price"":null,""active_stop_price"":null,""active_stop_source"":null,""active_take_profit_price"":null,""bars_in_trade"":null,""bearish_signal_bar"":false,""below_vwap"":true,""bullish_signal_bar"":true,""entries_allowed"":true,""entry_action"":""BUY"",""entry_blocked_by_max_stop_distance"":false,""entry_blocked_by_stop_filter"":false,""exit_action"":null,""exit_reason"":null,""extreme_downtrend"":false,""extreme_uptrend"":false,""long_core_setup"":true,""long_entry_rejected_max_stop_distance"":false,""long_entry_rejection_reason"":null,""long_entry_risk_plan_valid"":true,""long_entry_setup"":true,""long_entry_signal"":true,""long_exit_signal"":false,""long_setup"":true,""long_stop_distance_frac_of_price"":0.002780174479915696,""long_stop_price"":416.08,""long_take_profit_price"":419.68,""price_distance_from_vwap"":2.43893275631865,""price_distance_from_vwap_frac"":0.005845395351161561,""price_minus_vwap"":-2.43893275631865,""recent_price_change_frac"":-0.01001821493624774,""regular_session_bar"":true,""resolved_entry_action"":""BUY"",""resolved_exit_action"":null,""resolved_exit_reason"":""vwap_rsi_mean_reversion"",""reversal_bar_long"":true,""reversal_bar_short"":false,""reversal_move_long_frac"":0.001773559582015169,""reversal_move_short_frac"":0.005152909596395305,""rsi"":19.139448884160785,""rsi_overbought"":false,""rsi_oversold"":true,""short_core_setup"":false,""short_entry_rejected_max_stop_distance"":false,""short_entry_rejection_reason"":""target_not_below_entry"",""short_entry_risk_plan_valid"":false,""short_entry_setup"":false,""short_entry_signal"":false,""short_exit_signal"":false,""short_setup"":false,""short_stop_distance_frac_of_price"":0.0085801936535327,""short_stop_price"":420.82,""short_take_profit_price"":419.68,""stabilization_confirmation_long"":true,""stabilization_confirmation_short"":false,""stretched_from_vwap_long"":true,""stretched_from_vwap_short"":false,""time_stop_triggered"":false,""time_window_active"":true,""trend_filter_blocked_long"":false,""trend_filter_blocked_short"":false,""trend_filter_pass_long"":true,""trend_filter_pass_short"":true,""vwap"":419.67893275631866},""strategy_version"":""v1"",""symbol"":""MSFT"",""timestamp"":""2026-04-23T14:06:07Z""}","{""account"":{""buying_power"":192284.8,""name"":""vwap_rsi_paper"",""status"":""ACTIVE""},""account_name"":""vwap_rsi_paper"",""action"":""SELL"",""bot_version"":""0.3.0"",""broker_state"":{""blocking_order_count"":0,""position_qty"":9,""position_side"":""long"",""protective_stop_order_id"":""2d995c2a-58fa-4b16-9a8c-4a3fe6194300"",""protective_stop_price"":""415.41"",""protective_stop_side"":""sell"",""stop_order_count"":1,""working_order_count"":1},""decision"":{""position_side"":""long"",""qty"":9},""decision_id"":""2e9dad85baf3453697161f36b96372ea"",""interval"":""5m"",""market_data"":{""bar_end"":""2026-04-23T14:25:00+00:00"",""bar_interval"":""5m"",""bar_start"":""2026-04-15T14:50:00+00:00"",""latest_close"":419.26,""latest_signal_value"":""NONE"",""lookback_bars"":500,""raw_bar_count"":500,""strategy_row_count"":486},""market_is_open"":true,""position"":{""entry_price"":417.54,""in_position"":true,""qty"":9,""side"":""long"",""signed_qty"":9},""reason"":""take_profit"",""strategy"":""vwap_rsi_mean_reversion"",""strategy_metadata"":{""interval"":""5m"",""name"":""vwap_rsi_mean_reversion"",""version"":""v1""},""strategy_parameters"":{""confirmation_lookback_bars"":3,""enable_extreme_trend_filter"":true,""enable_time_stop"":true,""entry_end_minutes_before_close"":30,""entry_start_minutes_after_open"":30,""flatten_before_close"":true,""flatten_minutes_before_close"":5,""max_bars_in_trade"":15,""max_position_qty"":0,""max_stop_distance_frac_of_price"":0.02,""max_trend_move_frac_of_price"":0.02,""min_distance_from_vwap_frac"":0.003,""min_reversal_move_frac_of_price"":0.0015,""require_candle_color_confirmation"":false,""require_reversal_bar"":true,""risk_fraction_of_buying_power"":0.02,""rsi_overbought_threshold"":70.0,""rsi_oversold_threshold"":30.0,""rsi_window"":14,""stop_buffer_pct"":0.001,""stop_loss_pct"":0.03,""stop_model"":""recent_extreme_buffer"",""stop_reference_lookback_bars"":4,""take_profit_model"":""vwap_reversion_fraction"",""take_profit_pct"":0.06,""take_profit_vwap_fraction"":1.0,""trend_lookback_bars"":6},""strategy_signals"":{""above_vwap"":true,""active_entry_signal_time"":""2026-04-23T14:15:00+00:00"",""active_max_stop_distance_frac_of_price"":0.02,""active_risk_reward_multiple"":null,""active_stop_distance"":2.1299999999999955,""active_stop_distance_frac_of_price"":0.005101307659146418,""active_stop_price"":415.41,""active_stop_source"":""recent_extreme_buffer"",""active_take_profit_price"":419.19,""bars_in_trade"":2,""bearish_signal_bar"":true,""below_vwap"":false,""bullish_signal_bar"":false,""entries_allowed"":true,""entry_action"":null,""entry_blocked_by_max_stop_distance"":false,""entry_blocked_by_stop_filter"":false,""exit_action"":null,""exit_reason"":null,""extreme_downtrend"":false,""extreme_uptrend"":false,""long_core_setup"":false,""long_entry_rejected_max_stop_distance"":false,""long_entry_rejection_reason"":""target_not_above_entry"",""long_entry_risk_plan_valid"":false,""long_entry_setup"":false,""long_entry_signal"":false,""long_exit_signal"":false,""long_setup"":false,""long_stop_distance_frac_of_price"":0.009182845966703159,""long_stop_price"":415.41,""long_take_profit_price"":419.16,""price_distance_from_vwap"":0.10499034517141581,""price_distance_from_vwap_frac"":0.0002504182253766537,""price_minus_vwap"":0.10499034517141581,""recent_price_change_frac"":0.004436387921576143,""regular_session_bar"":true,""resolved_entry_action"":null,""resolved_exit_action"":null,""resolved_exit_reason"":""vwap_rsi_mean_reversion"",""reversal_bar_long"":false,""reversal_bar_short"":true,""reversal_move_long_frac"":0.004865715784954357,""reversal_move_short_frac"":0.0009302103706530228,""rsi"":34.69265079648447,""rsi_overbought"":false,""rsi_oversold"":false,""short_core_setup"":false,""short_entry_rejected_max_stop_distance"":false,""short_entry_rejection_reason"":null,""short_entry_risk_plan_valid"":true,""short_entry_setup"":false,""short_entry_signal"":false,""short_exit_signal"":false,""short_setup"":false,""short_stop_distance_frac_of_price"":0.0019319753852025051,""short_stop_price"":420.07,""short_take_profit_price"":419.16,""stabilization_confirmation_long"":false,""stabilization_confirmation_short"":false,""stretched_from_vwap_long"":false,""stretched_from_vwap_short"":false,""time_stop_triggered"":false,""time_window_active"":true,""trend_filter_blocked_long"":false,""trend_filter_blocked_short"":false,""trend_filter_pass_long"":true,""trend_filter_pass_short"":true,""vwap"":419.1550096548286},""strategy_version"":""v1"",""symbol"":""MSFT"",""timestamp"":""2026-04-23T14:26:40Z""}","{""confirmation_lookback_bars"":3,""enable_extreme_trend_filter"":true,""enable_time_stop"":true,""entry_end_minutes_before_close"":30,""entry_start_minutes_after_open"":30,""flatten_before_close"":true,""flatten_minutes_before_close"":5,""interval"":""5m"",""lookback_bars"":500,""max_bars_in_trade"":15,""max_position_qty"":0,""max_stop_distance_frac_of_price"":0.02,""max_trend_move_frac_of_price"":0.02,""min_distance_from_vwap_frac"":0.003,""min_reversal_move_frac_of_price"":0.0015,""name"":""vwap_rsi_mean_reversion"",""require_candle_color_confirmation"":false,""require_reversal_bar"":true,""risk_fraction_of_buying_power"":0.02,""rsi_overbought_threshold"":70.0,""rsi_oversold_threshold"":30.0,""rsi_window"":14,""stop_buffer_pct"":0.001,""stop_loss_pct"":0.03,""stop_model"":""recent_extreme_buffer"",""stop_reference_lookback_bars"":4,""symbol"":""MSFT"",""take_profit_model"":""vwap_reversion_fraction"",""take_profit_pct"":0.06,""take_profit_vwap_fraction"":1.0,""trend_lookback_bars"":6,""version"":""v1""}","{""interval"":""5m"",""strategy"":""vwap_rsi_mean_reversion"",""strategy_config"":{""confirmation_lookback_bars"":3,""enable_extreme_trend_filter"":true,""enable_time_stop"":true,""entry_end_minutes_before_close"":30,""entry_start_minutes_after_open"":30,""flatten_before_close"":true,""flatten_minutes_before_close"":5,""interval"":""5m"",""lookback_bars"":500,""max_bars_in_trade"":15,""max_position_qty"":0,""max_stop_distance_frac_of_price"":0.02,""max_trend_move_frac_of_price"":0.02,""min_distance_from_vwap_frac"":0.003,""min_reversal_move_frac_of_price"":0.0015,""name"":""vwap_rsi_mean_reversion"",""require_candle_color_confirmation"":false,""require_reversal_bar"":true,""risk_fraction_of_buying_power"":0.02,""rsi_overbought_threshold"":70.0,""rsi_oversold_threshold"":30.0,""rsi_window"":14,""stop_buffer_pct"":0.001,""stop_loss_pct"":0.03,""stop_model"":""recent_extreme_buffer"",""stop_reference_lookback_bars"":4,""symbol"":""MSFT"",""take_profit_model"":""vwap_reversion_fraction"",""take_profit_pct"":0.06,""take_profit_vwap_fraction"":1.0,""trend_lookback_bars"":6,""version"":""v1""},""symbol"":""MSFT""}",
